300		
75.7	13.5	1
75.0	6.4	1
89.8	8.5	1
83.9	11.0	1
87.5	8.3	1
79.5	10.1	1
73.0	9.8	1
98.3	11.3	1
66.3	9.5	1
85.7	7.7	1
79.0	7.6	1
69.9	11.8	1
86.0	10.1	1
82.4	9.2	1
83.4	13.0	1
91.3	9.7	1
75.0	10.7	1
83.1	6.3	1
82.1	10.2	1
75.5	13.5	1
90.8	8.4	1
68.3	7.5	1
65.8	7.4	1
87.3	8.3	1
63.0	10.1	1
94.2	11.9	1
96.7	8.8	1
73.5	10.7	1
89.4	9.1	1
63.3	8.5	1
96.0	12.4	1
61.4	11.4	1
91.1	9.0	1
89.5	10.2	1
74.9	12.7	1
76.8	11.3	1
79.0	8.7	1
87.6	10.0	1
72.4	9.0	1
71.8	8.7	1
84.4	13.9	1
76.9	5.7	1
78.3	10.4	1
77.8	11.1	1
97.8	9.3	1
93.7	10.5	1
83.6	10.5	1
82.6	9.4	1
76.5	12.0	1
89.5	11.4	1
76.0	10.4	1
83.1	9.5	1
80.8	8.9	1
77.2	7.0	1
64.1	10.6	1
87.8	8.4	1
79.2	10.7	1
79.9	9.7	1
74.7	10.0	1
85.1	6.5	1
78.7	5.9	1
78.5	5.3	1
86.7	10.6	1
100.7	8.4	1
82.5	10.8	1
70.5	9.0	1
79.9	12.7	1
69.4	11.3	1
86.7	7.8	1
88.2	8.4	1
95.9	11.1	1
69.9	9.2	1
87.6	8.5	1
67.7	12.4	1
76.9	10.0	1
69.8	10.4	1
88.2	9.3	1
83.7	11.5	1
76.8	8.3	1
73.3	9.7	1
79.2	12.1	1
79.6	12.7	1
78.5	9.5	1
79.4	11.0	1
74.8	10.2	1
80.0	10.6	1
84.1	10.8	1
89.7	9.5	1
75.8	8.7	1
81.2	9.1	1
85.5	6.7	1
77.8	10.0	1
77.0	10.1	1
90.2	12.7	1
105.1	7.1	1
81.4	9.4	1
86.0	10.3	1
82.8	7.8	1
78.6	9.6	1
61.7	10.3	1
71.5	8.6	1
76.1	12.7	1
79.1	11.0	1
75.9	7.5	1
87.1	10.8	1
81.9	5.7	1
77.0	5.9	1
86.2	10.6	1
86.0	10.3	1
89.7	9.2	1
77.5	8.5	1
67.3	10.6	1
79.9	10.1	1
89.9	9.1	1
87.8	11.3	1
79.6	11.7	1
83.8	9.8	1
84.9	8.0	1
71.3	10.7	1
78.7	9.3	1
61.9	8.7	1
76.8	11.4	1
84.5	8.6	1
58.3	9.8	1
79.1	7.9	1
58.1	13.3	1
83.4	10.4	1
72.1	7.5	1
80.8	14.4	1
76.9	11.2	1
58.8	9.3	1
73.3	9.1	1
79.5	13.1	1
65.2	10.5	1
91.4	9.9	1
79.6	12.9	1
60.7	7.7	1
68.6	10.8	1
80.5	8.0	1
81.7	11.1	1
72.7	9.7	1
85.4	8.4	1
58.8	12.0	1
73.0	8.6	1
77.7	10.9	1
90.1	9.5	1
86.0	11.2	1
57.5	15.2	1
67.1	9.0	1
107.7	10.0	1
86.0	12.0	0
82.8	15.9	0
97.0	15.6	0
89.8	20.7	0
97.7	10.7	0
101.6	13.2	0
102.6	18.0	0
84.8	15.6	0
89.7	19.6	0
98.7	16.8	0
82.9	14.6	0
98.0	13.7	0
100.5	16.2	0
96.7	19.6	0
85.6	16.3	0
88.8	15.2	0
79.9	10.5	0
92.4	15.2	0
98.5	11.9	0
94.0	9.4	0
95.2	15.5	0
90.8	20.6	0
101.1	12.4	0
102.5	6.5	0
103.5	16.0	0
100.2	20.5	0
98.4	20.2	0
101.7	13.2	0
90.4	14.5	0
99.3	18.1	0
103.5	13.2	0
87.0	16.8	0
117.9	15.9	0
93.2	13.6	0
90.5	19.2	0
110.9	8.8	0
97.2	16.1	0
97.2	18.0	0
93.7	21.8	0
77.0	17.6	0
117.3	14.9	0
82.7	17.3	0
103.5	10.0	0
101.2	17.1	0
94.7	17.3	0
83.4	14.3	0
76.8	14.7	0
96.3	12.7	0
89.4	14.5	0
106.4	13.8	0
86.8	14.2	0
106.2	16.3	0
87.8	16.3	0
97.0	18.2	0
79.9	13.7	0
94.9	17.0	0
88.4	10.9	0
87.9	16.6	0
105.4	15.7	0
101.0	14.8	0
86.9	16.6	0
103.0	14.6	0
81.4	12.6	0
96.4	15.2	0
95.7	15.8	0
92.7	14.6	0
99.2	12.0	0
81.6	11.7	0
91.0	18.6	0
91.7	18.8	0
94.2	11.7	0
90.5	15.3	0
111.7	7.9	0
92.6	12.3	0
105.2	15.3	0
86.4	15.9	0
96.7	12.4	0
95.0	14.0	0
89.7	21.0	0
97.9	12.8	0
100.4	15.6	0
71.5	20.2	0
102.6	15.6	0
93.8	11.9	0
94.4	19.9	0
98.1	14.3	0
106.3	17.9	0
92.3	15.4	0
100.4	13.4	0
100.8	18.5	0
90.2	15.4	0
86.6	14.5	0
102.7	10.8	0
112.1	18.5	0
103.5	14.2	0
99.0	21.6	0
106.4	14.9	0
111.7	18.9	0
116.0	19.3	0
99.2	16.2	0
87.1	21.5	0
86.9	20.1	0
96.2	8.1	0
107.5	18.3	0
90.3	15.1	0
97.8	14.8	0
94.5	15.3	0
92.8	14.9	0
110.8	19.3	0
92.7	15.8	0
88.3	13.0	0
109.7	15.2	0
103.0	15.7	0
94.2	17.1	0
76.8	21.3	0
80.3	16.3	0
114.6	15.6	0
89.8	13.2	0
90.8	16.2	0
101.2	11.9	0
103.8	14.1	0
111.3	9.5	0
90.6	14.3	0
92.0	16.1	0
93.9	11.3	0
102.0	16.6	0
80.9	15.5	0
94.4	12.7	0
83.8	14.5	0
91.2	13.4	0
87.2	14.3	0
84.9	15.9	0
74.6	19.0	0
105.0	12.3	0
103.1	17.6	0
86.2	11.4	0
80.8	10.5	0
91.4	17.7	0
97.3	16.3	0
109.4	12.8	0
102.1	11.8	0
107.5	17.8	0
116.3	16.9	0
99.4	15.8	0
83.5	16.7	0
104.5	14.9	0
89.5	17.5	0
101.1	17.2	0
111.9	9.8	0
102.6	16.7	0
